cgpa,backlog_history,DSA_problems_solved,GitHub_repos,development_projects_count,AI_ML_projects,internships_completed,hackathons_participated,self_learning_hours,resume_score
6.36,0,652,23.0,7,0,4,5,6.1,92
6.27,0,681,13.0,4,1,0,4,2.7,77
6.86,0,633,20.0,9,4,4,3,5.3,100
7.55,0,536,13.0,6,3,3,3,5.7,100
8.63,1,549,20.0,5,1,1,2,5.3,74
8.13,0,645,35.0,11,5,6,4,5.6,100
6.62,1,672,15.0,5,1,3,4,4.3,73
8.46,1,655,18.0,6,4,4,4,3.4,100
7.41,0,866,7.0,3,0,0,3,2.8,62
7.03,3,783,18.0,7,2,3,0,4.4,91
7.3,2,768,25.0,9,4,3,2,2.9,100
6.16,0,555,21.0,6,4,2,0,4.6,61
6.28,0,652,13.0,8,2,1,3,3.8,91
7.04,0,803,21.0,7,0,4,2,4.7,100
7.12,0,509,,7,5,7,1,4.2,100
6.55,0,705,13.0,6,1,3,2,3.4,93
7.8,1,838,1.0,2,0,0,1,3.0,61
8.06,0,674,22.0,8,5,5,2,5.6,100
8.27,1,897,17.0,9,3,6,0,6.1,100
6.01,1,554,,3,1,2,4,3.1,80
7.95,0,799,21.0,8,6,4,3,4.9,100
7.77,0,688,3.0,1,2,0,3,3.3,47
7.07,0,719,24.0,8,5,2,2,2.9,69
6.76,0,358,,3,1,0,2,3.7,61
9.48,0,845,9.0,5,3,3,3,3.2,100
7.46,0,539,22.0,6,5,0,1,3.1,74
7.92,0,458,18.0,5,0,3,3,5.6,87
7.58,1,502,13.0,4,2,1,0,1.2,89
6.84,0,716,16.0,6,3,4,2,5.0,98
5.88,0,782,20.0,9,6,2,1,3.3,90
7.85,0,825,16.0,6,2,2,2,2.1,81
7.98,0,872,1.0,4,0,2,1,1.3,42
7.48,0,503,25.0,8,2,1,3,3.8,71
6.4,1,735,41.0,12,6,5,3,4.2,100
6.17,2,575,28.0,7,0,3,0,3.6,90
6.45,0,723,13.0,5,0,1,0,2.7,71
8.43,2,646,20.0,5,4,1,5,4.0,52
7.63,0,730,,5,4,3,0,5.1,100
7.55,0,609,14.0,6,2,1,2,2.0,85
6.6,0,550,17.0,8,2,4,1,5.0,100
6.79,0,711,16.0,6,3,2,0,2.8,66
8.66,0,637,12.0,5,5,2,3,3.2,64
8.5,0,647,12.0,5,2,4,4,3.4,100
8.92,1,947,17.0,8,4,1,1,2.8,58
8.47,3,839,26.0,7,5,6,4,4.8,100
7.65,1,731,0.0,3,0,0,3,2.1,65
7.2,0,746,20.0,7,2,4,2,5.7,91
6.91,0,693,24.0,8,5,4,2,6.5,100
7.61,1,631,22.0,6,2,1,1,1.6,69
6.65,0,655,12.0,1,0,3,1,3.2,82
7.85,0,895,16.0,8,4,2,4,4.3,89
6.72,0,681,32.0,9,2,2,2,1.3,79
6.39,3,529,26.0,11,7,6,0,8.0,100
7.12,0,716,17.0,5,2,2,2,2.0,59
6.76,2,455,22.0,8,4,3,2,3.5,99
9.08,1,864,27.0,9,3,6,4,6.2,100
7.74,2,804,23.0,8,3,6,2,6.5,100
6.91,1,389,26.0,8,3,3,4,2.5,90
5.64,0,465,19.0,6,4,3,2,3.5,100
9.11,3,448,26.0,8,2,6,3,4.5,100
8.24,2,688,14.0,4,2,1,2,2.9,58
6.63,0,738,30.0,8,0,5,3,4.6,100
7.2,0,637,15.0,7,2,2,5,3.6,94
5.62,0,539,19.0,5,1,2,7,3.3,71
7.38,0,668,8.0,4,1,1,0,1.5,65
7.53,0,676,22.0,8,5,3,2,2.3,68
6.96,0,688,18.0,8,4,2,0,1.6,80
8.53,1,821,18.0,8,1,6,4,5.3,100
7.14,0,499,,4,3,2,3,3.5,98
7.87,1,821,10.0,4,0,1,4,5.3,60
8.04,0,705,25.0,8,4,4,0,4.9,100
8.53,0,755,21.0,9,7,4,1,3.6,100
7.84,0,578,24.0,7,2,2,3,3.3,58
7.4,0,493,16.0,5,0,2,3,3.1,75
8.33,0,456,26.0,7,5,1,4,3.2,86
6.41,0,744,6.0,5,2,1,2,2.4,67
6.95,0,484,20.0,7,2,3,3,5.3,99
6.12,0,420,21.0,5,0,1,5,3.1,86
8.0,0,694,11.0,5,0,2,1,3.7,82
8.02,0,528,21.0,7,3,2,0,4.5,97
6.18,3,597,21.0,6,0,2,0,3.7,80
7.33,1,759,30.0,10,7,5,0,4.9,100
7.2,1,630,20.0,7,3,2,0,4.4,83
8.59,0,675,12.0,4,3,0,0,2.6,42
6.78,0,663,28.0,8,5,4,2,3.8,90
6.68,1,627,22.0,5,2,2,1,4.7,84
7.76,0,672,12.0,4,2,2,5,2.7,82
7.14,0,686,27.0,10,4,5,3,5.3,94
6.11,0,773,28.0,7,3,2,6,4.4,96
9.08,0,738,13.0,8,0,5,6,4.2,94
6.25,0,485,14.0,6,2,1,0,2.4,66
7.21,0,675,23.0,6,4,4,3,2.6,96
7.2,0,665,19.0,7,3,3,2,4.6,84
7.5,0,683,5.0,4,0,1,1,2.6,66
7.48,0,761,24.0,6,5,2,3,3.0,83
6.7,0,330,15.0,6,3,2,0,2.9,83
9.08,0,709,42.0,13,8,8,3,5.1,100
7.29,0,669,9.0,5,3,3,2,5.1,100
7.05,1,543,3.0,3,0,3,0,4.8,96
6.02,0,473,19.0,5,1,0,5,1.6,48
7.26,0,757,30.0,10,2,3,3,4.6,84
8.49,0,647,1.0,3,0,1,5,4.5,64
6.89,1,689,12.0,5,2,1,5,3.9,73
7.94,0,744,20.0,7,1,1,0,1.3,67
8.14,0,719,16.0,8,3,5,0,4.6,100
8.41,2,692,16.0,9,3,3,4,3.6,100
8.02,0,635,20.0,6,3,3,0,4.6,84
6.97,0,762,25.0,8,4,3,2,4.9,96
7.51,1,591,28.0,10,4,10,3,7.2,100
8.02,0,605,17.0,9,6,3,0,4.1,95
7.37,1,689,20.0,4,2,4,0,5.3,95
7.92,0,648,6.0,3,3,1,4,3.4,52
7.28,1,550,37.0,13,6,6,6,4.8,100
6.35,1,666,15.0,9,2,3,1,5.2,88
7.46,0,440,10.0,2,3,0,2,2.6,67
8.96,0,714,26.0,7,1,2,0,4.2,82
8.7,0,558,28.0,12,6,5,2,6.7,100
8.01,3,599,24.0,6,6,1,2,4.1,52
7.58,0,557,5.0,1,0,1,2,3.6,85
6.38,0,697,29.0,8,0,4,4,4.6,100
8.58,0,783,30.0,8,2,2,3,3.4,70
6.78,0,732,19.0,6,2,1,3,2.7,83
8.0,0,616,37.0,13,4,5,4,4.0,100
7.94,0,767,16.0,6,2,2,6,2.9,84
6.86,1,628,28.0,8,4,6,0,4.9,100
6.59,0,797,18.0,4,1,2,5,4.4,86
6.91,3,688,31.0,9,7,4,3,5.6,100
6.42,0,664,14.0,6,3,4,2,3.7,100
8.04,0,631,11.0,4,0,1,1,2.1,69
7.27,2,632,1.0,4,2,1,1,3.8,74
8.42,0,727,25.0,9,1,3,0,3.8,88
7.26,1,799,38.0,14,5,9,4,6.8,100
7.6,0,552,6.0,2,1,3,1,5.4,76
7.54,2,686,29.0,7,3,4,0,5.0,100
8.0,0,846,15.0,4,2,0,4,1.4,54
7.11,2,689,20.0,6,2,4,2,5.4,100
7.17,0,432,37.0,12,4,8,3,7.3,100
7.37,0,834,23.0,8,4,5,1,3.6,100
8.07,0,625,12.0,4,0,2,0,2.8,67
9.76,0,879,18.0,8,3,5,7,3.5,100
8.23,0,871,13.0,1,0,2,3,1.6,67
7.82,0,470,36.0,9,4,3,2,4.0,100
6.88,0,515,12.0,6,4,2,3,2.1,73
7.9,0,621,18.0,5,0,2,0,2.1,91
8.03,0,470,12.0,4,1,1,6,4.4,65
6.04,0,398,24.0,7,4,2,0,4.5,99
7.11,0,766,25.0,5,0,1,2,3.1,71
7.18,0,582,11.0,3,1,2,1,4.7,78
6.83,0,588,23.0,8,6,5,4,3.5,100
8.86,0,558,31.0,10,5,5,3,4.6,100
6.76,1,597,14.0,8,2,3,4,5.9,98
6.92,0,686,22.0,9,4,5,3,3.6,100
8.11,0,632,23.0,7,4,2,3,3.6,90
6.87,0,583,22.0,6,2,1,4,2.4,92
7.55,0,449,14.0,4,3,5,2,4.8,100
8.29,0,743,14.0,4,3,0,1,3.3,51
7.43,3,534,11.0,4,1,2,1,4.3,87
6.58,1,716,26.0,10,2,5,5,4.1,100
7.68,0,564,32.0,9,5,2,3,2.8,100
6.53,0,422,20.0,8,4,4,3,6.3,100
7.17,0,634,10.0,7,2,5,3,5.1,100
7.09,0,645,22.0,6,3,1,4,0.0,74
8.36,0,668,27.0,9,1,5,0,3.4,100
6.79,0,489,17.0,8,4,2,4,4.6,100
8.27,0,615,25.0,7,3,3,1,3.7,100
7.49,3,515,31.0,11,5,5,4,4.7,100
6.78,3,495,19.0,8,7,5,2,6.2,100
7.7,0,701,23.0,9,6,1,1,3.2,94
7.65,0,648,43.0,13,4,8,3,5.9,100
7.55,0,695,34.0,9,5,2,2,4.6,94
8.75,0,646,44.0,14,10,7,3,7.1,100
7.3,0,462,10.0,4,2,2,0,4.6,88
8.01,0,820,19.0,7,2,1,2,3.1,68
6.47,1,515,18.0,5,0,2,0,5.4,69
9.77,0,714,22.0,9,5,5,1,6.5,100
7.13,0,354,3.0,3,0,2,5,2.0,73
7.08,1,574,18.0,7,2,1,2,0.7,85
7.27,1,590,35.0,11,6,3,3,5.0,100
8.39,1,459,6.0,1,2,2,0,3.3,75
5.01,1,398,33.0,9,4,3,4,3.6,100
6.17,0,439,16.0,4,2,1,3,3.5,96
7.65,2,726,23.0,8,4,3,5,5.5,84
8.45,0,630,25.0,7,2,0,0,1.9,69
8.76,0,698,10.0,6,4,2,1,2.9,85
7.75,1,678,19.0,6,2,1,2,2.0,86
7.12,0,565,10.0,3,1,3,2,3.7,89
7.16,1,731,20.0,5,0,2,0,4.7,71
7.29,0,808,31.0,11,3,5,6,4.0,100
7.46,0,546,34.0,12,3,5,5,5.9,100
7.74,0,660,15.0,5,0,1,2,2.7,53
7.23,1,738,31.0,11,7,5,1,5.5,100
6.7,2,489,4.0,3,3,3,0,3.8,88
6.58,0,593,11.0,6,4,2,4,2.5,52
6.65,3,702,19.0,6,4,3,1,5.6,94
7.27,2,653,11.0,4,3,2,0,3.4,82
8.27,3,729,18.0,6,2,3,3,3.2,92
7.49,0,599,25.0,7,2,2,2,4.3,89
6.86,0,532,0.0,1,4,1,3,2.2,56
6.71,1,465,5.0,4,0,2,1,2.6,83
6.92,1,587,37.0,10,2,2,6,3.7,88
6.81,3,563,16.0,8,4,1,2,4.5,74
7.34,0,797,12.0,6,3,4,0,3.8,88
7.49,0,855,24.0,8,5,2,2,3.2,87
5.19,0,527,30.0,9,3,5,4,5.0,100
6.35,1,665,22.0,7,3,2,2,4.2,69
7.08,0,612,13.0,4,3,1,2,2.5,85
7.2,0,722,20.0,10,4,4,0,4.3,96
7.48,0,645,21.0,8,0,3,4,4.0,100
8.39,0,547,32.0,8,3,5,5,5.5,100
7.43,2,438,18.0,5,2,2,0,3.0,67
7.8,0,668,20.0,7,2,3,4,5.5,100
6.82,0,575,17.0,6,3,2,1,4.4,80
6.98,0,918,0.0,4,1,4,0,6.6,100
8.43,3,740,16.0,7,1,6,2,6.1,100
8.5,1,486,18.0,7,4,3,3,5.0,97
6.71,0,544,24.0,8,5,6,5,4.5,100
5.7,0,687,23.0,7,4,4,0,4.7,100
7.96,1,459,,6,1,2,2,2.9,71
8.69,0,720,35.0,10,6,5,1,3.7,100
7.09,0,597,3.0,3,2,3,4,5.6,76
8.21,0,534,24.0,4,2,2,0,2.1,68
7.68,1,733,25.0,7,2,1,3,3.6,80
7.32,0,464,23.0,6,1,3,0,3.6,100
7.52,1,595,35.0,11,4,5,0,5.6,100
7.74,1,711,1.0,3,1,0,0,0.0,73
7.2,0,622,11.0,4,1,4,5,4.5,100
8.22,0,831,21.0,5,5,5,2,5.7,100
8.48,1,700,19.0,8,6,4,0,5.2,98
6.67,2,405,5.0,3,3,2,2,3.4,81
6.49,0,638,15.0,5,1,1,0,3.2,57
5.81,0,351,5.0,2,2,2,0,2.8,55
7.75,0,465,0.0,2,2,2,5,2.4,74
7.82,0,438,1.0,2,0,4,9,4.9,74
9.41,0,608,15.0,4,3,1,2,2.1,65
6.67,2,647,2.0,3,0,3,4,2.4,75
6.6,0,668,0.0,1,0,2,1,3.0,58
6.94,3,640,34.0,11,5,4,5,4.4,100
7.62,2,568,22.0,9,4,5,5,5.8,100
8.87,0,843,28.0,10,2,6,2,3.1,100
8.61,0,755,17.0,4,1,2,3,1.7,78
8.23,0,499,9.0,4,2,2,3,3.1,89
6.74,1,324,10.0,2,0,2,1,2.9,60
8.2,0,577,24.0,6,4,2,1,3.2,85
7.68,0,663,13.0,7,6,2,1,2.2,92
8.34,2,753,30.0,11,3,7,0,7.7,100
8.69,0,624,18.0,6,1,5,0,4.7,100
7.33,0,741,8.0,2,0,0,1,2.0,51
8.1,0,609,33.0,9,6,7,1,4.1,100
6.96,0,424,0.0,1,1,0,4,1.8,65
8.17,3,619,32.0,8,4,4,4,4.4,100
8.56,1,922,23.0,6,0,4,0,3.5,88
8.94,0,857,29.0,11,7,5,7,5.2,100
7.24,3,692,8.0,3,2,0,1,0.1,67
8.2,0,663,9.0,4,0,3,0,4.2,100
8.11,0,590,6.0,3,3,3,4,3.6,89
6.56,0,825,7.0,5,0,1,1,3.4,64
7.24,0,653,19.0,6,2,5,1,5.8,100
7.0,1,465,25.0,8,2,2,4,3.1,74
8.89,2,1034,17.0,5,3,3,5,4.5,66
5.51,1,587,12.0,5,5,4,2,4.9,95
8.33,1,517,12.0,2,0,3,2,3.2,95
7.35,0,561,15.0,5,2,3,2,4.0,80
7.32,0,630,24.0,8,1,5,2,4.9,100
7.35,0,736,5.0,3,2,0,4,2.7,56
8.1,0,677,15.0,4,1,2,4,2.7,93
7.55,3,692,25.0,8,4,6,4,5.1,100
8.71,3,643,11.0,5,1,3,5,3.1,96
7.94,0,570,21.0,8,6,5,4,3.6,100
7.6,0,468,11.0,5,2,3,4,3.8,94
7.7,0,848,28.0,7,4,4,3,4.0,96
7.51,2,930,5.0,3,2,2,3,4.3,72
6.9,0,599,11.0,3,1,0,9,3.7,59
7.45,0,605,28.0,8,4,3,2,3.0,88
6.26,0,608,30.0,9,4,4,2,2.9,95
6.98,1,502,30.0,8,4,3,5,4.7,89
8.19,0,776,9.0,5,3,3,1,4.1,79
8.19,0,688,21.0,7,3,3,0,4.7,83
7.19,0,755,24.0,9,4,6,0,3.6,85
6.68,1,434,7.0,4,4,2,3,4.1,100
6.85,2,676,18.0,6,4,3,2,4.1,97
8.22,2,672,26.0,7,4,3,3,3.5,99
6.48,0,615,33.0,8,3,4,1,4.7,100
7.02,0,804,12.0,6,2,2,1,4.6,87
9.62,0,674,19.0,6,3,5,1,5.5,80
7.34,0,658,9.0,2,0,1,6,3.2,73
9.42,3,558,27.0,8,3,5,3,3.7,99
8.31,2,661,12.0,8,4,2,2,3.1,79
8.63,0,740,29.0,10,6,5,3,6.0,100
7.65,2,645,48.0,14,7,5,5,3.9,100
7.63,0,808,24.0,7,5,2,1,1.5,91
7.59,0,917,17.0,6,2,4,5,4.7,90
8.19,2,752,,5,1,1,1,3.1,72
8.46,0,519,8.0,3,3,2,2,3.5,59
8.28,2,757,16.0,8,4,7,6,5.3,100
8.96,0,696,30.0,8,3,6,5,7.1,100
7.94,0,790,12.0,4,0,1,1,3.1,67
6.9,0,651,26.0,6,3,4,0,4.6,100
8.19,0,864,32.0,10,4,4,2,5.6,100
7.23,2,523,8.0,2,0,2,2,2.4,100
9.5,0,439,12.0,7,5,3,2,3.8,65
8.0,0,648,27.0,11,5,7,2,4.2,100
7.85,0,665,28.0,7,4,3,2,4.4,76
6.38,2,733,8.0,5,1,2,0,1.3,85
8.64,0,721,19.0,9,3,1,1,3.4,84
8.64,0,657,19.0,3,4,3,5,4.9,98
6.25,0,531,35.0,10,4,5,5,5.3,100
6.67,0,500,7.0,1,0,3,4,3.8,100
5.99,0,668,14.0,5,2,2,2,4.1,87
7.97,0,740,12.0,3,1,2,0,4.3,72
8.26,0,755,25.0,6,3,3,3,4.3,93
6.99,1,478,14.0,7,4,2,1,3.6,77
7.61,0,921,7.0,2,0,1,3,3.9,66
7.39,1,758,26.0,10,2,4,4,3.5,100
6.04,0,570,20.0,8,4,4,3,4.0,100
7.04,3,802,21.0,7,1,4,4,3.9,100
7.46,0,574,8.0,5,2,4,4,4.4,100
8.9,0,684,31.0,12,6,6,1,5.2,100
7.83,0,399,14.0,8,3,6,1,4.9,100
8.03,0,571,16.0,7,2,3,6,3.4,82
9.2,0,610,14.0,7,1,4,3,4.0,95
6.86,0,704,27.0,8,4,3,6,5.0,100
8.99,0,767,9.0,4,1,2,4,2.9,81
5.87,0,307,2.0,4,2,3,0,2.3,77
7.08,0,669,28.0,11,3,4,3,3.5,100
7.74,2,600,0.0,2,0,2,3,1.4,76
7.84,0,829,12.0,5,3,4,1,5.0,100
8.04,0,435,26.0,7,7,4,1,5.6,100
6.94,2,680,9.0,3,1,1,2,2.4,44
7.49,1,565,9.0,4,3,1,4,4.6,73
8.25,0,718,3.0,2,0,3,3,3.8,79
7.38,0,740,20.0,6,5,1,1,3.5,58
7.48,0,574,12.0,2,0,1,3,4.5,59
7.52,0,678,26.0,9,6,2,0,4.3,98
7.94,0,529,17.0,5,0,1,3,3.0,77
5.54,3,637,16.0,6,2,3,1,2.8,100
7.29,0,641,28.0,9,4,4,3,4.8,100
7.5,2,514,24.0,6,3,4,5,3.3,100
6.32,0,477,21.0,7,3,3,0,3.8,78
6.2,0,519,20.0,7,6,1,3,2.8,82
7.17,0,752,23.0,7,2,4,1,2.2,89
6.77,0,718,0.0,2,0,1,0,3.0,89
7.03,1,666,0.0,1,0,0,0,4.2,51
8.73,0,632,25.0,8,4,3,4,3.6,71
7.53,0,594,12.0,4,0,3,2,6.4,91
6.65,0,640,19.0,6,2,1,3,2.9,79
6.78,2,712,0.0,1,0,0,2,2.7,59
7.23,0,680,15.0,6,5,3,1,1.6,94
6.46,0,693,25.0,9,5,3,5,5.6,100
6.87,1,632,20.0,5,2,3,2,4.8,100
8.62,0,845,31.0,12,3,8,1,6.5,100
7.0,0,788,11.0,3,2,2,8,2.0,71
8.06,0,647,15.0,5,1,2,0,4.8,90
7.15,0,513,12.0,3,0,2,3,5.2,93
6.32,1,754,17.0,5,1,1,0,2.1,68
6.74,2,565,0.0,2,0,1,2,2.5,67
7.12,0,679,10.0,6,2,1,6,3.9,80
7.69,0,766,14.0,6,3,3,5,4.0,98
7.97,0,747,32.0,11,5,4,4,5.2,100
7.76,0,502,8.0,1,0,0,2,0.5,69
7.84,0,730,8.0,2,0,3,5,3.4,100
7.21,0,662,23.0,6,2,2,4,4.4,74
6.89,0,787,20.0,6,1,3,0,2.3,100
6.43,0,592,32.0,10,7,3,5,3.4,98
7.22,0,715,28.0,11,5,4,5,4.7,100
6.73,0,492,12.0,5,0,3,1,5.8,75
9.27,1,866,29.0,7,3,2,5,2.0,85
7.09,3,545,27.0,8,4,3,4,4.1,95
8.86,3,587,4.0,3,0,2,9,3.1,60
9.12,0,907,16.0,6,1,3,4,5.0,100
7.71,0,694,30.0,11,9,4,1,3.0,91
8.16,0,668,32.0,9,3,2,3,2.4,83
9.74,0,567,,7,1,3,4,2.8,82
5.55,0,366,19.0,6,1,1,6,5.4,91
7.95,0,841,22.0,5,4,3,3,4.4,65
6.9,0,550,18.0,5,3,1,2,2.5,70
7.96,2,733,26.0,8,2,4,5,5.6,100
7.86,0,643,37.0,12,6,9,3,7.1,100
5.7,0,729,18.0,7,5,4,2,4.8,100
7.51,1,673,16.0,5,2,1,2,2.5,79
7.97,1,600,19.0,7,5,5,2,4.4,100
7.11,0,721,30.0,8,1,3,3,2.7,100
6.68,0,635,17.0,7,2,2,6,2.4,72
7.29,0,504,18.0,6,4,3,3,4.6,99
6.3,0,563,13.0,4,1,3,3,4.3,77
5.18,0,583,19.0,6,2,1,1,1.5,57
7.31,1,743,29.0,11,3,7,6,5.4,100
7.7,0,688,18.0,7,3,3,1,4.3,100
8.62,2,681,18.0,5,3,3,1,3.4,94
8.05,0,563,30.0,9,3,4,5,3.5,96
7.1,0,581,30.0,10,6,3,5,5.2,100
6.91,0,487,18.0,4,2,0,1,2.3,76
7.32,0,494,9.0,7,3,1,4,1.8,55
7.23,1,536,25.0,8,3,4,4,4.2,100
6.37,0,712,12.0,3,0,1,4,2.6,54
8.03,1,772,21.0,8,1,5,4,6.1,100
9.4,0,692,15.0,7,5,4,1,4.2,100
6.86,0,680,24.0,9,5,5,1,4.1,100
7.1,1,595,11.0,3,3,1,4,4.7,68
9.04,0,882,11.0,4,4,2,0,1.8,90
6.92,0,756,9.0,2,0,2,2,2.9,71
7.76,0,670,15.0,2,0,3,4,6.3,91
6.63,0,840,19.0,5,0,2,3,2.8,85
8.94,0,561,25.0,7,3,0,2,0.6,62
6.63,0,685,8.0,3,1,1,2,3.0,61
6.15,1,662,25.0,7,3,2,1,2.5,86
7.85,0,691,4.0,6,3,3,2,2.3,100
6.48,0,357,11.0,3,0,2,1,6.3,76
7.06,0,727,28.0,8,3,2,6,2.8,91
8.69,0,768,25.0,8,3,6,7,3.8,100
7.68,0,648,29.0,9,5,3,3,2.3,100
7.68,0,672,,6,2,1,3,2.6,66
10.0,0,655,35.0,11,5,6,4,5.0,100
7.52,0,723,14.0,5,0,3,1,3.6,91
8.26,0,728,24.0,9,3,7,2,5.3,100
6.45,0,727,,4,3,2,3,4.8,81
8.14,0,479,19.0,5,4,2,5,4.4,64
7.65,0,690,34.0,14,5,8,4,5.4,100
8.95,0,673,11.0,5,2,3,4,4.0,100
7.29,3,653,18.0,7,2,4,5,5.2,99
7.3,1,673,29.0,9,2,3,3,3.2,96
6.83,0,510,13.0,4,0,3,4,3.3,93
8.38,0,761,17.0,4,2,2,2,3.4,84
8.6,0,742,22.0,4,1,0,4,2.3,56
7.22,0,587,34.0,12,5,8,1,5.7,100
7.35,1,649,13.0,4,4,2,3,3.8,74
8.27,1,800,21.0,9,5,5,7,3.3,100
7.59,0,557,25.0,6,2,3,2,4.1,74
6.16,3,546,18.0,4,2,1,3,2.7,66
7.93,1,774,23.0,8,4,5,5,5.0,100
7.68,0,729,17.0,5,4,1,2,2.4,77
8.55,0,609,19.0,2,2,2,0,2.8,78
7.88,1,561,23.0,6,2,3,4,2.8,87
9.08,0,845,22.0,11,3,7,4,6.5,100
8.93,1,645,28.0,9,1,4,5,5.3,93
6.9,0,525,14.0,5,4,3,1,3.5,91
6.69,0,325,6.0,2,0,1,0,2.3,73
7.3,0,687,16.0,4,0,1,5,4.3,72
7.2,2,842,25.0,8,3,4,2,5.0,100
7.44,0,385,28.0,10,5,3,3,4.4,100
7.54,1,482,4.0,1,2,1,5,1.2,62
6.2,0,683,25.0,7,3,3,5,3.8,98
7.42,0,644,9.0,5,1,1,2,4.4,89
7.49,2,619,32.0,11,5,5,2,5.8,100
6.44,0,688,13.0,4,3,2,1,4.8,74
8.14,0,673,16.0,6,3,3,4,3.6,100
6.58,1,742,9.0,4,3,1,5,3.9,81
7.78,3,574,28.0,11,5,2,0,3.5,89
7.13,0,539,17.0,4,0,2,2,3.7,81
7.54,0,572,30.0,7,4,4,0,4.5,94
8.05,0,689,8.0,5,0,2,0,4.2,97
7.79,1,896,5.0,3,0,0,2,1.3,66
8.04,0,751,13.0,5,4,0,1,0.9,56
6.75,0,718,22.0,8,5,3,2,4.5,100
7.65,3,533,17.0,9,2,2,0,2.2,87
8.14,1,836,27.0,8,4,2,2,2.2,83
7.42,0,799,13.0,7,1,3,2,4.3,100
7.23,2,840,32.0,9,5,5,4,3.6,100
8.9,2,493,7.0,3,0,1,4,3.8,78
6.58,0,551,33.0,9,3,6,5,6.8,85
8.12,0,625,14.0,7,5,1,4,2.7,82
7.89,1,837,6.0,3,1,2,3,2.4,68
8.35,1,679,24.0,7,4,4,3,4.0,95
6.97,2,517,18.0,5,1,4,3,4.7,95
9.31,1,663,22.0,10,6,3,2,3.4,100
7.52,2,646,26.0,12,3,2,2,3.4,99
7.31,1,646,15.0,7,0,1,5,3.1,75
6.5,1,564,15.0,6,2,0,4,2.7,67
8.81,0,596,28.0,10,5,4,2,4.9,91
6.95,0,725,20.0,9,1,6,2,4.9,100
8.02,0,750,42.0,13,6,9,3,7.5,100
8.46,0,807,18.0,6,0,3,6,5.8,85
6.91,0,614,11.0,3,3,0,0,1.8,71
7.85,0,663,13.0,3,0,1,0,2.2,75
7.83,0,693,29.0,7,1,4,0,5.3,99
8.44,0,666,4.0,2,0,2,2,3.3,83
7.63,0,668,3.0,3,3,2,4,3.2,71
7.49,0,563,16.0,4,3,0,6,1.4,74
6.97,0,532,16.0,6,3,3,2,4.3,100
6.83,0,395,24.0,8,1,4,2,3.1,90
8.74,0,687,18.0,8,5,3,5,5.0,75
5.25,0,470,42.0,13,7,6,2,5.4,100
7.77,0,552,21.0,7,3,3,4,2.8,97
8.52,3,508,32.0,9,3,4,1,5.0,100
5.84,0,601,23.0,7,3,3,2,3.3,92
6.83,0,715,11.0,3,1,2,6,3.5,75
7.61,1,431,7.0,5,1,2,1,2.7,79
7.91,1,635,18.0,5,3,3,0,5.0,74
5.94,0,759,27.0,9,6,5,2,1.8,94
7.57,0,793,37.0,12,2,4,4,3.5,100
6.42,3,507,16.0,5,2,1,2,3.6,63
5.48,0,504,33.0,10,4,3,1,3.2,94
9.28,2,909,22.0,7,3,3,4,3.8,100
7.48,2,587,12.0,5,2,2,3,2.4,79
6.08,0,497,11.0,5,0,2,3,2.5,82
8.13,1,626,36.0,9,4,5,0,4.7,100
8.08,0,415,17.0,7,0,5,1,5.0,100
7.33,0,747,12.0,6,1,3,0,4.9,100
7.89,0,644,16.0,7,2,3,3,6.0,100
6.45,2,692,31.0,11,5,3,6,3.9,82
7.55,0,539,31.0,11,5,6,3,4.8,100
8.52,2,741,24.0,7,3,4,0,3.9,98
7.4,0,643,8.0,2,0,1,4,1.7,69
8.33,3,734,34.0,7,2,4,3,4.7,100
6.89,0,533,14.0,4,0,1,1,1.9,56
7.89,1,626,19.0,6,3,3,2,5.2,100
6.26,0,718,20.0,9,2,2,0,3.7,100
7.77,0,548,5.0,4,0,2,3,2.9,75
6.34,0,866,33.0,10,3,6,1,6.9,100
8.22,0,769,8.0,3,2,0,3,5.3,67
7.48,0,555,33.0,8,3,3,1,2.0,100
8.54,0,726,4.0,1,1,0,1,2.5,55
7.7,0,584,25.0,7,4,3,2,4.2,100
7.95,1,489,30.0,10,6,6,0,6.4,100
7.39,1,882,25.0,9,2,2,4,1.5,75
7.43,2,608,,12,6,6,1,6.7,100
7.71,0,732,12.0,6,3,2,1,4.1,94
6.61,0,619,27.0,9,5,4,2,3.9,100
7.17,0,635,17.0,6,2,4,1,4.4,100
7.3,2,520,12.0,6,2,2,2,5.0,92
7.98,1,684,18.0,7,2,1,5,1.5,67
6.35,1,534,19.0,7,4,3,4,4.2,72
6.51,0,694,4.0,4,1,2,2,4.0,67
8.53,0,876,2.0,4,0,1,0,3.8,79
8.39,0,833,5.0,5,2,1,2,3.7,40
8.19,0,519,4.0,2,0,2,3,4.7,76
7.79,0,765,27.0,7,3,1,0,2.7,91
6.83,0,699,19.0,7,2,3,3,4.3,97
6.54,0,668,32.0,7,1,2,3,2.7,100
6.62,0,687,27.0,7,5,2,9,2.8,85
6.57,1,698,21.0,6,4,3,4,4.3,100
6.92,0,778,15.0,5,2,4,0,3.6,77
7.84,0,718,13.0,6,0,2,0,5.9,56
7.92,0,730,15.0,7,3,3,2,3.5,100
8.47,2,815,30.0,7,4,1,2,3.3,97
6.54,0,773,29.0,9,3,3,4,4.2,85
6.87,0,679,12.0,4,3,2,6,1.0,80
